0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0433011,0.0853206,0.165623,0.201173,0.213989,0.00048852,0.00048852,0.00048852,0.00048852,0.480839
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0411795,0.0864721,0.0841715,0.139677,0.159027,0.00048852,0.166952,0.00048852,0.30529,0.00048852
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0422392,0.0627919,0.0773277,0.0922667,0.127133,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0306995,0.0497181,0.0627919,0.096947,0.117294,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0255383,0.0433011,0.0605904,0.0750656,0.0911028,0.0946018,0.00048852,0.00048852,0.00048852,0.00048852
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0224663,0.0454313,0.0529563,0.0795994,0.0911028,0.0864721,0.00048852,0.00048852,0.152504,0.00048852
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0296631,0.0348661,0.0529563,0.0683359,0.0750656,0.00048852,0.00048852,0.117294,0.00048852,0.00048852
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0204285,0.0390665,0.0540401,0.0694517,0.0784623,0.0853206,0.00048852,0.129619,0.00048852,0.00048852
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0224663,0.0338213,0.0454313,0.0661114,0.0795994,0.0830249,0.00048852,0.00048852,0.00048852,0.00048852
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0194126,0.035913,0.0551262,0.0583979,0.0583979,0.0841715,0.00048852,0.00048852,0.00048852,0.00048852
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0224663,0.0348661,0.0443651,0.0672225,0.0638961,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0143635,0.035913,0.0433011,0.0562145,0.059493,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0183988,0.035913,0.0390665,0.0443651,0.0661114,0.0475703,0.00048852,0.00048852,0.00048852,0.00048852
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0214464,0.0296631,0.0390665,0.0573051,0.0529563,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0194126,0.031738,0.0433011,0.0390665,0.0540401,0.0562145,0.0887826,0.00048852,0.00048852,0.00048852
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0214464,0.0348661,0.0422392,0.0497181,0.0605904,0.06169,0.0716902,0.00048852,0.00048852,0.00048852
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0275966,0.0286288,0.0411795,0.0497181,0.0583979,0.0551262,0.0773277,0.00048852,0.107626,0.00048852
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0163772,0.0306995,0.036962,0.0464997,0.0540401,0.059493,0.00048852,0.00048852,0.00048852,0.00048852
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0153694,0.031738,0.0327786,0.0443651,0.0454313,0.06169,0.0705698,0.00048852,0.00048852,0.00048852
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0194126,0.031738,0.0380132,0.0507953,0.0411795,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0194126,0.0306995,0.035913,0.0411795,0.0497181,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0214464,0.0296631,0.0348661,0.0454313,0.0573051,0.0583979,0.0683359,0.0694517,0.00048852,0.00048852
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.017387,0.0306995,0.0327786,0.0433011,0.0529563,0.0486431,0.00048852,0.0672225,0.00048852,0.00048852
0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.00048852,0.0183988,0.0348661,0.035913,0.0390665,0.0433011,0.0507953,0.0573051,0.00048852,0.00048852,0.00048852
